gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaymentMethod,TotalCharges,Churn
Male,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Mailed check,84.6,Yes
Female,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1566.9,No
Female,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,702,No
Male,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Mailed check,114.1,Yes
Female,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,Two year,Mailed check,299.05,No
Male,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1305.95,No
Female,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,1120.3,Yes
Male,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,284.35,No
Female,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),6350.5,No
Male,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),7878.3,No
Female,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,One year,Credit card (automatic),3187.65,No
Female,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Electronic check,6126.15,No
Female,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,Month-to-month,Electronic check,731.3,No
Male,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,273.4,No
Male,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,One year,Mailed check,2531.8,No
Male,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,1074.3,Yes
Male,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Mailed check,48.55,Yes
Male,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,Electronic check,4298.45,No
Female,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Electronic check,4619.55,No
Female,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,147.15,Yes
Male,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,Month-to-month,Electronic check,40.2,Yes
Male,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),2633.3,No
Male,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,193.05,No
Female,Yes,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Electronic check,4103.9,No
Female,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),7008.15,No
Male,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),5791.1,No
Female,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Month-to-month,Credit card (automatic),80.55,Yes
Female,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Month-to-month,Electronic check,1228.65,No
Male,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Month-to-month,Electronic check,132.2,Yes
Male,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,1364.3,Yes
Male,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,4925.35,No
Female,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Two year,Bank transfer (automatic),1520.1,No
Female,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Mailed check,5032.25,No
Female,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,5526.75,No
Male,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1195.25,No
Female,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Mailed check,2007.25,No
Male,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1099.6,Yes
Female,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1732.95,No
Female,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Electronic check,1511.2,Yes
Male,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,Two year,Electronic check,3450.15,No
Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Bank transfer (automatic),24.8,Yes
Male,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Electronic check,2172.05,No
Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,70.6,Yes
Male,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Electronic check,401.1,Yes
Female,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,5624.85,Yes
Male,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Bank transfer (automatic),1339.8,No
Male,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,771.95,No
Female,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Bank transfer (automatic),244.75,No
Female,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Mailed check,322.9,No
Female,No,No,10,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Electronic check,498.25,No
Female,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,25.4,No
Female,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Mailed check,3687.75,No
Male,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Mailed check,1779.95,Yes
Female,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Credit card (automatic),1783.6,No
Female,No,No,20,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,927.15,No
Male,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,70,Yes
Male,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,606.55,Yes
Male,No,No,10,Yes,No,DSL,No,No,No,No,No,Month-to-month,Credit card (automatic),435.4,Yes
Male,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1712.7,Yes
Male,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,One year,Mailed check,2021.2,No
Male,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,One year,Mailed check,1940.8,No
Female,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,567.8,No
Female,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,220.35,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.25,No
Female,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,Two year,Electronic check,5436.45,No
Male,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,3437.5,No
Male,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,Electronic check,3015.75,No
Female,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Mailed check,73.6,Yes
Male,No,No,23,Yes,No,DSL,No,No,No,No,Yes,One year,Bank transfer (automatic),1509.8,No
Female,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,396.1,Yes
Male,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Electronic check,356.65,No
Female,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),4109,No
Male,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Mailed check,3141.7,No
Male,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1229.1,No
Male,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,2303.35,Yes
Male,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Two year,Mailed check,2054.4,No
Male,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,3741.85,No
Male,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,One year,Credit card (automatic),3682.45,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.25,No
Female,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Electronic check,1886.25,No
Female,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),4895.1,No
Female,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,341.6,No
Male,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,415.55,Yes
Male,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Credit card (automatic),5686.4,No
Male,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1355.1,No
Female,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,One year,Credit card (automatic),3058.65,Yes
Male,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,2231.05,Yes
Male,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Credit card (automatic),3236.35,No
Female,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,One year,Bank transfer (automatic),4350.1,Yes
Female,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Electronic check,4264,No
Male,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,44.8,No
Female,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,One year,Mailed check,422.3,No
Male,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),4176.7,No
Female,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),5138.1,No
Female,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Electronic check,880.05,No
Female,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,139.05,Yes
Female,Yes,Yes,28,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Electronic check,973.65,No
Female,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Credit card (automatic),1470.05,No
Female,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,739.35,No
Female,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,161.95,No
Male,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Credit card (automatic),4422.95,No
Female,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,511.25,Yes
Female,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Mailed check,155.8,Yes
Male,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,One year,Bank transfer (automatic),5293.95,Yes
Female,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Two year,Electronic check,4759.85,Yes
Female,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Electronic check,6148.45,No
Female,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Credit card (automatic),3565.65,No
Male,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,6603,Yes
Female,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),1830.1,No
Female,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),6223.8,No
Female,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),4508.65,No
Male,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,1328.15,No
Female,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),865,No
Female,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,72.1,No
Female,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,168.2,Yes
Female,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1303.5,No
Female,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Electronic check,996.85,No
Female,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,One year,Bank transfer (automatic),6430.9,No
Male,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Two year,Credit card (automatic),2278.75,No
Male,No,Yes,17,Yes,No,DSL,No,No,No,No,No,One year,Mailed check,681.4,No
Female,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,574.35,No
Male,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),371.9,Yes
Female,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,Month-to-month,Electronic check,840.1,Yes
Female,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Bank transfer (automatic),846,Yes
Female,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Electronic check,889,No
Male,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Electronic check,6823.4,No
Male,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,Credit card (automatic),805.1,Yes
Male,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,One year,Electronic check,4016.75,No
Male,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,83.75,No
Female,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),3959.15,No
Male,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,One year,Credit card (automatic),2878.55,No
Female,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,945.7,No
Male,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Bank transfer (automatic),1373.05,No
Male,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),492.55,Yes
Male,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Bank transfer (automatic),1406,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.15,No
Male,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Credit card (automatic),6962.85,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8126.65,No
Male,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,690.25,No
Male,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,181.5,Yes
Male,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,Two year,Mailed check,830.8,No
Female,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Credit card (automatic),5608.4,No
Male,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Credit card (automatic),3646.8,No
Female,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),3662.25,No
Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Mailed check,25.35,No
Female,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),2566.5,Yes
Female,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Electronic check,5308.7,No
Male,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,One year,Electronic check,1410.25,No
Female,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,One year,Bank transfer (automatic),3339.05,No
Male,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Mailed check,50.65,Yes
Male,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),4732.35,No
Male,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Credit card (automatic),90.85,Yes
Male,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),5067.45,No
Male,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,214.75,Yes
Female,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Electronic check,4874.7,Yes
Female,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,One year,Electronic check,2348.45,No
Male,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Mailed check,4063,No
Male,No,Yes,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,44,No
Female,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),2595.25,No
Male,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),2309.55,No
Female,No,No,2,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,89.3,No
Female,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,367.55,No
Female,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,3944.5,No
Female,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),5965.95,No
Male,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),3694.7,No
Female,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Credit card (automatic),2524.45,Yes
Male,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Month-to-month,Electronic check,1803.7,No
Female,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,415.1,No
Female,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),624.15,No
Female,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),237.7,No
Male,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Credit card (automatic),7007.6,Yes
Female,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,One year,Bank transfer (automatic),3848.8,No
Male,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,419.4,No
Male,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1468.75,No
Male,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,Bank transfer (automatic),5812,No
Male,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Mailed check,2861.45,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,Yes
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.6,Yes
Male,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,233.7,Yes
Female,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),1066.15,No
Female,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,2149.05,No
Male,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Electronic check,4473,No
Female,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Bank transfer (automatic),3545.05,No
Female,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Bank transfer (automatic),1195.75,No
